STATIONS_ID;MESS_DATUM;  QN;RWS_DAU_10;RWS_10;RWS_IND_10;eor
       4931;202503230950;    3;   0;   0.00;   0;eor
       4931;202503231000;    3;   7;   0.00;   1;eor
       4931;202503231010;    3;   7;   0.00;   1;eor
       4931;202503231020;    3;   0;   0.00;   0;eor
       4931;202503231030;    3;   1;   0.00;   1;eor
       4931;202503231040;    3;  10;   0.00;   1;eor
       4931;202503231050;    3;   4;   0.00;   1;eor
       4931;202503231100;    3;   0;   0.00;   0;eor
       4931;202503231110;    3;   8;   0.00;   1;eor
       4931;202503231120;    3;  10;   0.01;   1;eor
       4931;202503231130;    3;  10;   0.00;   1;eor
       4931;202503231140;    3;   1;   0.00;   1;eor
       4931;202503231150;    3;   0;   0.00;   0;eor
       4931;202503231200;    3;   0;   0.00;   0;eor
       4931;202503231210;    3;   0;   0.00;   0;eor
       4931;202503231220;    3;   0;   0.00;   0;eor
       4931;202503231230;    3;   0;   0.00;   0;eor
       4931;202503231240;    3;   0;   0.00;   0;eor
       4931;202503231250;    3;   0;   0.00;   0;eor
       4931;202503231300;    3;   0;   0.00;   0;eor
       4931;202503231310;    3;   0;   0.00;   0;eor
       4931;202503231320;    3;   0;   0.00;   0;eor
       4931;202503231330;    3;   0;   0.00;   0;eor
       4931;202503231340;    3;   0;   0.00;   0;eor
       4931;202503231350;    3;   0;   0.00;   0;eor
       4931;202503231400;    3;   0;   0.00;   0;eor
       4931;202503231410;    3;   0;   0.00;   0;eor
       4931;202503231420;    3;   0;   0.00;   0;eor
       4931;202503231430;    3;   0;   0.00;   0;eor
       4931;202503231440;    3;   0;   0.00;   0;eor
       4931;202503231450;    3;   0;   0.00;   0;eor
       4931;202503231500;    3;   0;   0.00;   0;eor
       4931;202503231510;    3;   0;   0.00;   0;eor
       4931;202503231520;    3;   0;   0.00;   0;eor
       4931;202503231530;    3;   0;   0.00;   0;eor
       4931;202503231540;    3;   0;   0.00;   0;eor
       4931;202503231550;    3;   0;   0.00;   0;eor
       4931;202503231600;    3;   0;   0.00;   0;eor
       4931;202503231610;    3;   0;   0.00;   0;eor
       4931;202503231620;    3;   0;   0.00;   0;eor
       4931;202503231630;    3;   0;   0.00;   0;eor
       4931;202503231640;    3;   0;   0.00;   0;eor
       4931;202503231650;    3;   0;   0.00;   0;eor
       4931;202503231700;    3;   0;   0.00;   0;eor
       4931;202503231710;    3;   0;   0.00;   0;eor
       4931;202503231720;    3;   0;   0.00;   0;eor
       4931;202503231730;    3;   0;   0.00;   0;eor
       4931;202503231740;    3;   0;   0.00;   0;eor
       4931;202503231750;    3;   0;   0.00;   0;eor
       4931;202503231800;    3;   0;   0.00;   0;eor
       4931;202503231810;    3;   0;   0.00;   0;eor
       4931;202503231820;    3;   0;   0.00;   0;eor
       4931;202503231830;    3;   0;   0.00;   0;eor
       4931;202503231840;    3;   0;   0.00;   0;eor
       4931;202503231850;    3;   0;   0.00;   0;eor
       4931;202503231900;    3;   0;   0.00;   0;eor
       4931;202503231910;    3;   0;   0.00;   0;eor
       4931;202503231920;    3;   0;   0.00;   0;eor
       4931;202503231930;    3;   0;   0.00;   0;eor
       4931;202503231940;    3;   0;   0.00;   0;eor
       4931;202503231950;    3;   0;   0.00;   0;eor
       4931;202503232000;    3;   0;   0.00;   0;eor
       4931;202503232010;    3;   0;   0.00;   0;eor
       4931;202503232020;    3;   0;   0.00;   0;eor
       4931;202503232030;    3;   0;   0.00;   0;eor
       4931;202503232040;    3;   0;   0.00;   0;eor
       4931;202503232050;    3;   0;   0.00;   0;eor
       4931;202503232100;    3;   0;   0.00;   0;eor
       4931;202503232110;    3;   0;   0.00;   0;eor
       4931;202503232120;    3;   0;   0.00;   0;eor
       4931;202503232130;    3;   0;   0.00;   0;eor
       4931;202503232140;    3;   0;   0.00;   0;eor
       4931;202503232150;    3;   0;   0.00;   0;eor
       4931;202503232200;    3;   0;   0.00;   0;eor
       4931;202503232210;    3;   0;   0.00;   0;eor
       4931;202503232220;    3;   0;   0.00;   0;eor
       4931;202503232230;    3;   0;   0.00;   0;eor
       4931;202503232240;    3;   0;   0.00;   0;eor
       4931;202503232250;    3;   0;   0.00;   0;eor
       4931;202503232300;    3;   0;   0.00;   0;eor
       4931;202503232310;    3;   0;   0.00;   0;eor
       4931;202503232320;    3;   0;   0.00;   0;eor
       4931;202503232330;    3;   0;   0.00;   0;eor
       4931;202503232340;    3;   0;   0.00;   0;eor
       4931;202503232350;    3;   0;   0.00;   0;eor
       4931;202503240000;    3;   0;   0.00;   0;eor
       4931;202503240010;    3;   0;   0.00;   0;eor
       4931;202503240020;    3;   0;   0.00;   0;eor
       4931;202503240030;    3;   0;   0.00;   0;eor
       4931;202503240040;    3;   0;   0.00;   0;eor
       4931;202503240050;    3;   0;   0.00;   0;eor
       4931;202503240100;    3;   0;   0.00;   0;eor
       4931;202503240110;    3;   0;   0.00;   0;eor
       4931;202503240120;    3;   0;   0.00;   0;eor
       4931;202503240130;    3;   0;   0.00;   0;eor
       4931;202503240140;    3;   0;   0.00;   0;eor
       4931;202503240150;    3;   0;   0.00;   0;eor
       4931;202503240200;    3;   0;   0.00;   0;eor
       4931;202503240210;    3;   9;   0.00;   1;eor
       4931;202503240220;    3;  10;   0.00;   1;eor
       4931;202503240230;    3;   5;   0.00;   1;eor
       4931;202503240240;    3;   0;   0.00;   0;eor
       4931;202503240250;    3;   0;   0.00;   0;eor
       4931;202503240300;    3;   0;   0.00;   0;eor
       4931;202503240310;    3;   0;   0.00;   0;eor
       4931;202503240320;    3;   0;   0.00;   0;eor
       4931;202503240330;    3;   0;   0.00;   0;eor
       4931;202503240340;    3;   0;   0.00;   0;eor
       4931;202503240350;    3;   0;   0.00;   0;eor
       4931;202503240400;    3;   0;   0.00;   0;eor
       4931;202503240410;    3;   0;   0.00;   0;eor
       4931;202503240420;    3;   0;   0.00;   0;eor
       4931;202503240430;    3;   0;   0.00;   0;eor
       4931;202503240440;    3;   0;   0.00;   0;eor
       4931;202503240450;    3;   0;   0.00;   0;eor
       4931;202503240500;    3;   0;   0.00;   0;eor
       4931;202503240510;    3;   0;   0.00;   0;eor
       4931;202503240520;    3;   0;   0.00;   0;eor
       4931;202503240530;    3;   0;   0.00;   0;eor
       4931;202503240540;    3;   0;   0.00;   0;eor
       4931;202503240550;    3;   0;   0.00;   0;eor
       4931;202503240600;    3;   0;   0.00;   0;eor
       4931;202503240610;    3;   0;   0.00;   0;eor
       4931;202503240620;    3;   0;   0.00;   0;eor
       4931;202503240630;    3;   2;   0.00;   1;eor
       4931;202503240640;    3;   0;   0.00;   0;eor
       4931;202503240650;    3;   0;   0.00;   0;eor
       4931;202503240700;    3;   0;   0.00;   0;eor
       4931;202503240710;    3;   2;   0.00;   1;eor
       4931;202503240720;    3;  10;   0.62;   1;eor
       4931;202503240730;    3;  10;   0.26;   1;eor
       4931;202503240740;    3;  10;   0.08;   1;eor
       4931;202503240750;    3;  10;   0.22;   1;eor
       4931;202503240800;    3;  10;   0.05;   1;eor
       4931;202503240810;    3;  10;   1.41;   1;eor
       4931;202503240820;    3;  10;   0.95;   1;eor
       4931;202503240830;    3;  10;   0.85;   1;eor
       4931;202503240840;    3;  10;   0.50;   1;eor
       4931;202503240850;    3;  10;   0.35;   1;eor
       4931;202503240900;    3;  10;   0.13;   1;eor
       4931;202503240910;    3;  10;   0.17;   1;eor
       4931;202503240920;    3;  10;   0.51;   1;eor
       4931;202503240930;    3;  10;   0.67;   1;eor
       4931;202503240940;    3;  10;   0.10;   1;eor
       4931;202503240950;    3;  10;   0.09;   1;eor
       4931;202503241000;    3;  10;   0.40;   1;eor
       4931;202503241010;    3;  10;   0.63;   1;eor
       4931;202503241020;    3;  10;   0.50;   1;eor
       4931;202503241030;    3;  10;   0.43;   1;eor
       4931;202503241040;    3;  10;   0.27;   1;eor
       4931;202503241050;    3;  10;   0.28;   1;eor
       4931;202503241100;    3;  10;   0.18;   1;eor
       4931;202503241110;    3;  10;   0.15;   1;eor
       4931;202503241120;    3;  10;   0.18;   1;eor
       4931;202503241130;    3;  10;   0.12;   1;eor
       4931;202503241140;    3;  10;   0.14;   1;eor
       4931;202503241150;    3;  10;   0.08;   1;eor
       4931;202503241200;    3;  10;   0.01;   1;eor
       4931;202503241210;    3;  10;   0.00;   1;eor
       4931;202503241220;    3;   8;   0.00;   1;eor
       4931;202503241230;    3;   0;   0.00;   0;eor
       4931;202503241240;    3;   0;   0.00;   0;eor
       4931;202503241250;    3;   0;   0.00;   0;eor
       4931;202503241300;    3;   0;   0.00;   0;eor
       4931;202503241310;    3;   0;   0.00;   0;eor
       4931;202503241320;    3;   0;   0.00;   0;eor
       4931;202503241330;    3;   0;   0.00;   0;eor
       4931;202503241340;    3;   0;   0.00;   0;eor
       4931;202503241350;    3;   0;   0.00;   0;eor
       4931;202503241400;    3;   0;   0.00;   0;eor
       4931;202503241410;    3;   0;   0.00;   0;eor
       4931;202503241420;    3;   0;   0.00;   0;eor
       4931;202503241430;    3;   0;   0.00;   0;eor
       4931;202503241440;    3;   0;   0.00;   0;eor
       4931;202503241450;    3;   0;   0.00;   0;eor
       4931;202503241500;    3;   0;   0.00;   0;eor
       4931;202503241510;    3;   0;   0.00;   0;eor
       4931;202503241520;    3;   0;   0.00;   0;eor
       4931;202503241530;    3;   0;   0.00;   0;eor
       4931;202503241540;    3;   0;   0.00;   0;eor
       4931;202503241550;    3;   0;   0.00;   0;eor
       4931;202503241600;    3;   0;   0.00;   0;eor
       4931;202503241610;    3;   0;   0.00;   0;eor
       4931;202503241620;    3;   0;   0.00;   0;eor
       4931;202503241630;    3;   0;   0.00;   0;eor
       4931;202503241640;    3;   0;   0.00;   0;eor
       4931;202503241650;    3;   0;   0.00;   0;eor
       4931;202503241700;    3;   0;   0.00;   0;eor
       4931;202503241710;    3;   0;   0.00;   0;eor
       4931;202503241720;    3;   0;   0.00;   0;eor
       4931;202503241730;    3;   0;   0.00;   0;eor
       4931;202503241740;    3;   0;   0.00;   0;eor
       4931;202503241750;    3;   0;   0.00;   0;eor
       4931;202503241800;    3;   0;   0.00;   0;eor
       4931;202503241810;    3;   0;   0.00;   0;eor
       4931;202503241820;    3;   0;   0.00;   0;eor
       4931;202503241830;    3;   0;   0.00;   0;eor
       4931;202503241840;    3;   0;   0.00;   0;eor
       4931;202503241850;    3;   0;   0.00;   0;eor
       4931;202503241900;    3;   0;   0.00;   0;eor
       4931;202503241910;    3;   0;   0.00;   0;eor
       4931;202503241920;    3;   0;   0.00;   0;eor
       4931;202503241930;    3;   0;   0.00;   0;eor
       4931;202503241940;    3;   0;   0.00;   0;eor
       4931;202503241950;    3;   0;   0.00;   0;eor
       4931;202503242000;    3;   0;   0.00;   0;eor
       4931;202503242010;    3;   0;   0.00;   0;eor
       4931;202503242020;    3;   2;   0.00;   1;eor
       4931;202503242030;    3;   7;   0.00;   1;eor
       4931;202503242040;    3;   8;   0.00;   1;eor
       4931;202503242050;    3;   1;   0.00;   1;eor
       4931;202503242100;    3;   4;   0.00;   1;eor
       4931;202503242110;    3;   8;   0.00;   1;eor
       4931;202503242120;    3;   2;   0.00;   1;eor
       4931;202503242130;    3;  10;   0.02;   1;eor
       4931;202503242140;    3;  10;   0.01;   1;eor
       4931;202503242150;    3;   3;   0.01;   1;eor
       4931;202503242200;    3;   0;   0.00;   0;eor
       4931;202503242210;    3;   0;   0.00;   0;eor
       4931;202503242220;    3;   0;   0.00;   0;eor
       4931;202503242230;    3;   0;   0.00;   0;eor
       4931;202503242240;    3;   0;   0.00;   0;eor
       4931;202503242250;    3;   0;   0.00;   0;eor
       4931;202503242300;    3;   0;   0.00;   0;eor
       4931;202503242310;    3;   0;   0.00;   0;eor
       4931;202503242320;    3;   0;   0.00;   0;eor
       4931;202503242330;    3;   4;   0.00;   1;eor
       4931;202503242340;    3;   7;   0.00;   1;eor
       4931;202503242350;    3;   0;   0.00;   0;eor
       4931;202503250000;    3;   0;   0.00;   0;eor
       4931;202503250010;    3;   0;   0.00;   0;eor
       4931;202503250020;    3;   0;   0.00;   0;eor
       4931;202503250030;    3;   0;   0.00;   0;eor
       4931;202503250040;    3;   0;   0.00;   0;eor
       4931;202503250050;    3;   0;   0.00;   0;eor
       4931;202503250100;    3;   0;   0.00;   0;eor
       4931;202503250110;    3;   0;   0.00;   0;eor
       4931;202503250120;    3;   0;   0.00;   0;eor
       4931;202503250130;    3;   0;   0.00;   0;eor
       4931;202503250140;    3;   0;   0.00;   0;eor
       4931;202503250150;    3;   0;   0.00;   0;eor
       4931;202503250200;    3;   0;   0.00;   0;eor
       4931;202503250210;    3;   0;   0.00;   0;eor
       4931;202503250220;    3;   0;   0.00;   0;eor
       4931;202503250230;    3;   0;   0.00;   0;eor
       4931;202503250240;    3;   0;   0.00;   0;eor
       4931;202503250250;    3;   0;   0.00;   0;eor
       4931;202503250300;    3;   0;   0.00;   0;eor
       4931;202503250310;    3;   0;   0.00;   0;eor
       4931;202503250320;    3;   0;   0.00;   0;eor
       4931;202503250330;    3;   0;   0.00;   0;eor
       4931;202503250340;    3;   0;   0.00;   0;eor
       4931;202503250350;    3;   0;   0.00;   0;eor
       4931;202503250400;    3;   0;   0.00;   0;eor
       4931;202503250410;    3;   0;   0.00;   0;eor
       4931;202503250420;    3;   0;   0.00;   0;eor
       4931;202503250430;    3;   0;   0.00;   0;eor
       4931;202503250440;    3;   0;   0.00;   0;eor
       4931;202503250450;    3;   0;   0.00;   0;eor
       4931;202503250500;    3;   0;   0.00;   0;eor
       4931;202503250510;    3;   0;   0.00;   0;eor
       4931;202503250520;    3;   0;   0.00;   0;eor
       4931;202503250530;    3;   0;   0.00;   0;eor
       4931;202503250540;    3;   0;   0.00;   0;eor
       4931;202503250550;    3;   0;   0.00;   0;eor
       4931;202503250600;    3;   0;   0.00;   0;eor
       4931;202503250610;    3;   0;   0.00;   0;eor
       4931;202503250620;    3;   0;   0.00;   0;eor
       4931;202503250630;    3;   0;   0.00;   0;eor
       4931;202503250640;    3;   0;   0.00;   0;eor
       4931;202503250650;    3;   0;   0.00;   0;eor
       4931;202503250700;    3;   0;   0.00;   0;eor
       4931;202503250710;    3;   1;   0.00;   1;eor
       4931;202503250720;    3;   7;   0.00;   1;eor
       4931;202503250730;    3;   1;   0.00;   1;eor
       4931;202503250740;    3;   0;   0.00;   0;eor
       4931;202503250750;    3;   0;   0.00;   0;eor
       4931;202503250800;    3;   0;   0.00;   0;eor
       4931;202503250810;    3;   0;   0.00;   0;eor
       4931;202503250820;    3;   0;   0.00;   0;eor
       4931;202503250830;    3;   1;   0.00;   1;eor
       4931;202503250840;    3;   0;   0.00;   0;eor
       4931;202503250850;    3;   0;   0.00;   0;eor
       4931;202503250900;    3;   0;   0.00;   0;eor
       4931;202503250910;    3;   0;   0.00;   0;eor
       4931;202503250920;    3;   0;   0.00;   0;eor
       4931;202503250930;    3;   0;   0.00;   0;eor
       4931;202503250940;    3;   0;   0.00;   0;eor
       4931;202503250950;    3;   0;   0.00;   0;eor
       4931;202503251000;    3;   0;   0.00;   0;eor
       4931;202503251010;    3;   0;   0.00;   0;eor
       4931;202503251020;    3;   0;   0.00;   0;eor
       4931;202503251030;    3;   0;   0.00;   0;eor
       4931;202503251040;    3;   0;   0.00;   0;eor
       4931;202503251050;    3;   0;   0.00;   0;eor
       4931;202503251100;    3;   0;   0.00;   0;eor
       4931;202503251110;    3;   0;   0.00;   0;eor
       4931;202503251120;    3;   0;   0.00;   0;eor
       4931;202503251130;    3;   0;   0.00;   0;eor
       4931;202503251140;    3;   0;   0.00;   0;eor
       4931;202503251150;    3;   0;   0.00;   0;eor
       4931;202503251200;    3;   0;   0.00;   0;eor
       4931;202503251210;    3;   0;   0.00;   0;eor
       4931;202503251220;    3;   0;   0.00;   0;eor
       4931;202503251230;    3;   0;   0.00;   0;eor
       4931;202503251240;    3;   0;   0.00;   0;eor
       4931;202503251250;    3;   0;   0.00;   0;eor
       4931;202503251300;    3;   0;   0.00;   0;eor
       4931;202503251310;    3;   0;   0.00;   0;eor
       4931;202503251320;    3;   0;   0.00;   0;eor
       4931;202503251330;    3;   0;   0.00;   0;eor
       4931;202503251340;    3;   0;   0.00;   0;eor
       4931;202503251350;    3;   0;   0.00;   0;eor
       4931;202503251400;    3;   0;   0.00;   0;eor
       4931;202503251410;    3;   0;   0.00;   0;eor
       4931;202503251420;    3;   0;   0.00;   0;eor
       4931;202503251430;    3;  10;   0.18;   1;eor
       4931;202503251440;    3;  10;   0.46;   1;eor
       4931;202503251450;    3;  10;   0.24;   1;eor
       4931;202503251500;    3;  10;   0.15;   1;eor
       4931;202503251510;    3;  10;   0.08;   1;eor
       4931;202503251520;    3;   7;   0.01;   1;eor
       4931;202503251530;    3;   1;   0.01;   1;eor
       4931;202503251540;    3;   0;   0.00;   0;eor
       4931;202503251550;    3;   0;   0.00;   0;eor
       4931;202503251600;    3;   0;   0.00;   0;eor
       4931;202503251610;    3;   0;   0.00;   0;eor
       4931;202503251620;    3;   0;   0.00;   0;eor
       4931;202503251630;    3;   0;   0.00;   0;eor
       4931;202503251640;    3;   0;   0.00;   0;eor
       4931;202503251650;    3;   0;   0.00;   0;eor
       4931;202503251700;    3;   0;   0.00;   0;eor
       4931;202503251710;    3;   0;   0.00;   0;eor
       4931;202503251720;    3;   0;   0.00;   0;eor
       4931;202503251730;    3;   0;   0.00;   0;eor
       4931;202503251740;    3;   0;   0.00;   0;eor
       4931;202503251750;    3;   0;   0.00;   0;eor
       4931;202503251800;    3;   0;   0.00;   0;eor
       4931;202503251810;    3;   0;   0.00;   0;eor
       4931;202503251820;    3;   0;   0.00;   0;eor
       4931;202503251830;    3;   0;   0.00;   0;eor
       4931;202503251840;    3;   0;   0.00;   0;eor
       4931;202503251850;    3;   0;   0.00;   0;eor
       4931;202503251900;    3;   0;   0.00;   0;eor
       4931;202503251910;    3;   0;   0.00;   0;eor
       4931;202503251920;    3;   0;   0.00;   0;eor
       4931;202503251930;    3;   0;   0.00;   0;eor
       4931;202503251940;    3;   0;   0.00;   0;eor
       4931;202503251950;    3;   0;   0.00;   0;eor
       4931;202503252000;    3;   0;   0.00;   0;eor
       4931;202503252010;    3;   0;   0.00;   0;eor
       4931;202503252020;    3;   0;   0.00;   0;eor
       4931;202503252030;    3;   0;   0.00;   0;eor
       4931;202503252040;    3;   0;   0.00;   0;eor
       4931;202503252050;    3;   0;   0.00;   0;eor
       4931;202503252100;    3;   0;   0.00;   0;eor
       4931;202503252110;    3;   0;   0.00;   0;eor
       4931;202503252120;    3;   0;   0.00;   0;eor
       4931;202503252130;    3;   0;   0.00;   0;eor
       4931;202503252140;    3;   0;   0.00;   0;eor
       4931;202503252150;    3;   0;   0.00;   0;eor
       4931;202503252200;    3;   0;   0.00;   0;eor
       4931;202503252210;    3;   0;   0.00;   0;eor
       4931;202503252220;    3;   0;   0.00;   0;eor
       4931;202503252230;    3;   0;   0.00;   0;eor
       4931;202503252240;    3;   0;   0.00;   0;eor
       4931;202503252250;    3;   0;   0.00;   0;eor
       4931;202503252300;    3;   0;   0.00;   0;eor
       4931;202503252310;    3;   0;   0.00;   0;eor
       4931;202503252320;    3;   0;   0.00;   0;eor
       4931;202503252330;    3;   0;   0.00;   0;eor
       4931;202503252340;    3;   0;   0.00;   0;eor
       4931;202503252350;    3;   0;   0.00;   0;eor
       4931;202503260000;    3;   0;   0.00;   0;eor
       4931;202503260010;    3;   0;   0.00;   0;eor
       4931;202503260020;    3;   0;   0.00;   0;eor
       4931;202503260030;    3;   0;   0.00;   0;eor
       4931;202503260040;    3;   0;   0.00;   0;eor
       4931;202503260050;    3;   0;   0.00;   0;eor
       4931;202503260100;    3;   0;   0.00;   0;eor
       4931;202503260110;    3;   0;   0.00;   0;eor
       4931;202503260120;    3;   0;   0.00;   0;eor
       4931;202503260130;    3;   0;   0.00;   0;eor
       4931;202503260140;    3;   0;   0.00;   0;eor
       4931;202503260150;    3;   0;   0.00;   0;eor
       4931;202503260200;    3;   0;   0.00;   0;eor
       4931;202503260210;    3;   0;   0.00;   0;eor
       4931;202503260220;    3;   0;   0.00;   0;eor
       4931;202503260230;    3;   0;   0.00;   0;eor
       4931;202503260240;    3;   0;   0.00;   0;eor
       4931;202503260250;    3;   0;   0.00;   0;eor
       4931;202503260300;    3;   0;   0.00;   0;eor
       4931;202503260310;    3;   0;   0.00;   0;eor
       4931;202503260320;    3;   0;   0.00;   0;eor
       4931;202503260330;    3;   0;   0.00;   0;eor
       4931;202503260340;    3;   0;   0.00;   0;eor
       4931;202503260350;    3;   0;   0.00;   0;eor
       4931;202503260400;    3;   0;   0.00;   0;eor
       4931;202503260410;    3;   0;   0.00;   0;eor
       4931;202503260420;    3;   0;   0.00;   0;eor
       4931;202503260430;    3;   0;   0.00;   0;eor
       4931;202503260440;    3;   0;   0.00;   0;eor
       4931;202503260450;    3;   0;   0.00;   0;eor
       4931;202503260500;    3;   0;   0.00;   0;eor
       4931;202503260510;    3;   0;   0.00;   0;eor
       4931;202503260520;    3;   0;   0.00;   0;eor
       4931;202503260530;    3;   0;   0.00;   0;eor
       4931;202503260540;    3;   0;   0.00;   0;eor
       4931;202503260550;    3;   0;   0.00;   0;eor
       4931;202503260600;    3;   0;   0.00;   0;eor
       4931;202503260610;    3;   0;   0.00;   0;eor
       4931;202503260620;    3;   0;   0.00;   0;eor
       4931;202503260630;    3;   0;   0.00;   0;eor
       4931;202503260640;    3;   0;   0.00;   0;eor
       4931;202503260650;    3;   0;   0.00;   0;eor
       4931;202503260700;    3;   0;   0.00;   0;eor
       4931;202503260710;    3;   0;   0.00;   0;eor
       4931;202503260720;    3;   0;   0.00;   0;eor
       4931;202503260730;    3;   0;   0.00;   0;eor
       4931;202503260740;    3;   0;   0.00;   0;eor
       4931;202503260750;    3;   0;   0.00;   0;eor
       4931;202503260800;    3;   0;   0.00;   0;eor
       4931;202503260810;    3;   0;   0.00;   0;eor
       4931;202503260820;    3;   0;   0.00;   0;eor
       4931;202503260830;    3;   0;   0.00;   0;eor
       4931;202503260840;    3;   0;   0.00;   0;eor
       4931;202503260850;    3;   0;   0.00;   0;eor
       4931;202503260900;    3;   9;   0.00;   1;eor
       4931;202503260910;    3;  10;   0.00;   1;eor
       4931;202503260920;    3;  10;   0.00;   1;eor
       4931;202503260930;    3;  10;   0.00;   1;eor
       4931;202503260940;    3;  10;   0.00;   1;eor
       4931;202503260950;    3;  10;   0.02;   1;eor
       4931;202503261000;    3;  10;   0.01;   1;eor
       4931;202503261010;    3;   5;   0.00;   1;eor
       4931;202503261020;    3;  10;   0.00;   1;eor
       4931;202503261030;    3;  10;   0.05;   1;eor
       4931;202503261040;    3;  10;   0.00;   1;eor
       4931;202503261050;    3;  10;   0.00;   1;eor
       4931;202503261100;    3;  10;   0.17;   1;eor
       4931;202503261110;    3;  10;   0.14;   1;eor
       4931;202503261120;    3;  10;   0.00;   1;eor
       4931;202503261130;    3;  10;   0.00;   1;eor
       4931;202503261140;    3;  10;   0.00;   1;eor
       4931;202503261150;    3;  10;   0.00;   1;eor
       4931;202503261200;    3;  10;   0.00;   1;eor
       4931;202503261210;    3;   9;   0.00;   1;eor
       4931;202503261220;    3;  10;   0.07;   1;eor
       4931;202503261230;    3;  10;   0.06;   1;eor
       4931;202503261240;    3;  10;   0.04;   1;eor
       4931;202503261250;    3;  10;   0.00;   1;eor
       4931;202503261300;    3;  10;   0.07;   1;eor
       4931;202503261310;    3;  10;   0.07;   1;eor
       4931;202503261320;    3;  10;   0.05;   1;eor
       4931;202503261330;    3;  10;   0.10;   1;eor
       4931;202503261340;    3;  10;   0.32;   1;eor
       4931;202503261350;    3;  10;   0.06;   1;eor
       4931;202503261400;    3;   9;   0.02;   1;eor
       4931;202503261410;    3;   5;   0.00;   1;eor
       4931;202503261420;    3;   8;   0.00;   1;eor
       4931;202503261430;    3;  10;   0.01;   1;eor
       4931;202503261440;    3;   5;   0.00;   1;eor
       4931;202503261450;    3;   9;   0.02;   1;eor
       4931;202503261500;    3;  10;   0.13;   1;eor
       4931;202503261510;    3;  10;   0.13;   1;eor
       4931;202503261520;    3;  10;   0.02;   1;eor
       4931;202503261530;    3;  10;   0.00;   1;eor
       4931;202503261540;    3;   8;   0.00;   1;eor
       4931;202503261550;    3;   5;   0.00;   1;eor
       4931;202503261600;    3;  10;   0.07;   1;eor
       4931;202503261610;    3;  10;   0.01;   1;eor
       4931;202503261620;    3;  10;   0.06;   1;eor
       4931;202503261630;    3;   9;   0.00;   1;eor
       4931;202503261640;    3;  10;   0.00;   1;eor
       4931;202503261650;    3;  10;   0.01;   1;eor
