STATIONS_ID;MESS_DATUM;QN_8;V_N_I; V_N;eor
       4931;2025033012;    3;   I;   8;eor
       4931;2025033013;    3;   I;   8;eor
       4931;2025033014;    3;   I;   7;eor
       4931;2025033015;    3;   I;   7;eor
       4931;2025033016;    3;   I;   8;eor
       4931;2025033017;    3;   I;   8;eor
       4931;2025033018;    3;   I;   0;eor
       4931;2025033019;    3;   I;   8;eor
       4931;2025033020;    3;   I;   8;eor
       4931;2025033021;    3;   I;   7;eor
       4931;2025033022;    3;   I;   8;eor
       4931;2025033023;    3;   I;   8;eor
       4931;2025033100;    3;   I;   8;eor
       4931;2025033101;    3;   I;   7;eor
       4931;2025033102;    3;   I;   8;eor
       4931;2025033103;    3;   I;   8;eor
       4931;2025033104;    3;   I;   7;eor
       4931;2025033105;    3;   I;   8;eor
       4931;2025033106;    3;   I;   8;eor
       4931;2025033107;    3;   I;   8;eor
       4931;2025033108;    3;   I;   7;eor
       4931;2025033109;    3;   I;   8;eor
       4931;2025033110;    3;   I;   8;eor
       4931;2025033111;    3;   I;   8;eor
       4931;2025033112;    3;   I;   8;eor
       4931;2025033113;    3;   I;   8;eor
       4931;2025033114;    3;   I;   8;eor
       4931;2025033115;    3;   I;   8;eor
       4931;2025033116;    3;   I;   7;eor
       4931;2025033117;    3;   I;   8;eor
       4931;2025033118;    3;   I;   7;eor
       4931;2025033119;    3;   I;   8;eor
       4931;2025033120;    3;   I;   8;eor
       4931;2025033121;    3;   I;   8;eor
       4931;2025033122;    3;   I;   8;eor
       4931;2025033123;    3;   I;   8;eor
       4931;2025040100;    3;   I;   8;eor
       4931;2025040101;    3;   I;   8;eor
       4931;2025040102;    3;   I;   8;eor
       4931;2025040103;    3;   I;   8;eor
       4931;2025040104;    3;   I;   8;eor
       4931;2025040105;    3;   I;   8;eor
       4931;2025040106;    3;   I;   0;eor
       4931;2025040107;    3;   I;   0;eor
       4931;2025040108;    3;   I;   0;eor
       4931;2025040109;    3;   I;   3;eor
       4931;2025040110;    3;   I;   7;eor
       4931;2025040111;    3;   I;   5;eor
       4931;2025040112;    3;   I;   7;eor
       4931;2025040113;    3;   I;   7;eor
       4931;2025040114;    3;   I;   8;eor
       4931;2025040115;    3;   I;   5;eor
       4931;2025040116;    3;   I;   4;eor
       4931;2025040117;    3;   I;   7;eor
       4931;2025040118;    3;   I;   0;eor
       4931;2025040119;    3;   I;   0;eor
       4931;2025040120;    3;   I;   0;eor
       4931;2025040121;    3;   I;   0;eor
       4931;2025040122;    3;   I;   4;eor
       4931;2025040123;    3;   I;   8;eor
       4931;2025040200;    3;   I;   0;eor
       4931;2025040201;    3;   I;   1;eor
       4931;2025040202;    3;   I;   4;eor
       4931;2025040203;    3;   I;   0;eor
       4931;2025040204;    3;   I;   6;eor
       4931;2025040205;    3;   I;   1;eor
       4931;2025040206;    3;   I;   1;eor
       4931;2025040207;    3;   I;   0;eor
       4931;2025040208;    3;   I;   0;eor
       4931;2025040209;    3;   I;   0;eor
       4931;2025040210;    3;   I;   0;eor
       4931;2025040211;    3;   I;   0;eor
       4931;2025040212;    3;   I;   0;eor
       4931;2025040213;    3;   I;   0;eor
       4931;2025040214;    3;   I;   1;eor
       4931;2025040215;    3;   I;   1;eor
       4931;2025040216;    3;   I;   0;eor
       4931;2025040217;    3;   I;   4;eor
       4931;2025040218;    3;   I;   2;eor
       4931;2025040219;    3;   I;   0;eor
       4931;2025040220;    3;   I;   0;eor
       4931;2025040221;    3;   I;   0;eor
       4931;2025040222;    3;   I;   0;eor
       4931;2025040223;    3;   I;   0;eor
       4931;2025040300;    3;   I;   0;eor
       4931;2025040301;    3;   I;   5;eor
       4931;2025040302;    3;   I;   7;eor
       4931;2025040303;    3;   I;   4;eor
       4931;2025040304;    3;   I;   1;eor
       4931;2025040305;    3;   I;   6;eor
       4931;2025040306;    3;   I;   5;eor
       4931;2025040307;    3;   I;   1;eor
       4931;2025040308;    3;   I;   3;eor
       4931;2025040309;    3;   I;   7;eor
       4931;2025040310;    3;   I;   0;eor
       4931;2025040311;    3;   I;   0;eor
       4931;2025040312;    3;   I;   0;eor
       4931;2025040313;    3;   I;   0;eor
       4931;2025040314;    3;   I;   0;eor
       4931;2025040315;    3;   I;   0;eor
       4931;2025040316;    3;   I;   0;eor
       4931;2025040317;    3;   I;   0;eor
       4931;2025040318;    3;   I;   0;eor
       4931;2025040319;    3;   I;   0;eor
       4931;2025040320;    3;   I;   0;eor
       4931;2025040321;    3;   I;   0;eor
       4931;2025040322;    3;   I;   0;eor
       4931;2025040323;    3;   I;   0;eor
       4931;2025040400;    3;   I;   0;eor
       4931;2025040401;    3;   I;   0;eor
       4931;2025040402;    3;   I;   0;eor
       4931;2025040403;    3;   I;   0;eor
       4931;2025040404;    3;   I;   0;eor
       4931;2025040405;    3;   I;   0;eor
       4931;2025040406;    3;   I;   0;eor
       4931;2025040407;    3;   I;   0;eor
       4931;2025040408;    3;   I;   0;eor
       4931;2025040409;    3;   I;   0;eor
       4931;2025040410;    3;   I;   0;eor
       4931;2025040411;    3;   I;   0;eor
       4931;2025040412;    3;   I;   0;eor
       4931;2025040413;    3;   I;   0;eor
       4931;2025040414;    3;   I;   0;eor
       4931;2025040415;    3;   I;   0;eor
       4931;2025040416;    3;   I;   0;eor
       4931;2025040417;    3;   I;   0;eor
       4931;2025040418;    3;   I;   0;eor
       4931;2025040419;    3;   I;   0;eor
       4931;2025040420;    3;   I;   0;eor
       4931;2025040421;    3;   I;   0;eor
       4931;2025040422;    3;   I;   0;eor
       4931;2025040423;    3;   I;   0;eor
       4931;2025040500;    3;   I;   0;eor
       4931;2025040501;    3;   I;   0;eor
       4931;2025040502;    3;   I;   0;eor
       4931;2025040503;    3;   I;   0;eor
       4931;2025040504;    3;   I;   0;eor
       4931;2025040505;    3;   I;   0;eor
       4931;2025040506;    3;   I;   3;eor
       4931;2025040507;    3;   I;   0;eor
       4931;2025040508;    3;   I;   0;eor
       4931;2025040509;    3;   I;   0;eor
       4931;2025040510;    3;   I;   3;eor
       4931;2025040511;    3;   I;   0;eor
       4931;2025040512;    3;   I;   0;eor
       4931;2025040513;    3;   I;   2;eor
       4931;2025040514;    3;   I;   8;eor
       4931;2025040515;    3;   I;   7;eor
       4931;2025040516;    3;   I;   7;eor
       4931;2025040517;    3;   I;   8;eor
       4931;2025040518;    3;   I;   8;eor
       4931;2025040519;    3;   I;   8;eor
       4931;2025040520;    3;   I;   7;eor
       4931;2025040521;    3;   I;   7;eor
       4931;2025040522;    3;   I;   0;eor
       4931;2025040523;    3;   I;   0;eor
       4931;2025040600;    3;   I;   0;eor
       4931;2025040601;    3;   I;   0;eor
       4931;2025040602;    3;   I;   0;eor
       4931;2025040603;    3;   I;   0;eor
       4931;2025040604;    3;   I;   0;eor
       4931;2025040605;    3;   I;   5;eor
       4931;2025040606;    3;   I;   0;eor
       4931;2025040607;    3;   I;   0;eor
       4931;2025040608;    3;   I;   0;eor
       4931;2025040609;    3;   I;   0;eor
       4931;2025040610;    3;   I;   0;eor
       4931;2025040611;    3;   I;   0;eor
       4931;2025040612;    3;   I;   0;eor
       4931;2025040613;    3;   I;   0;eor
       4931;2025040614;    3;   I;   0;eor
       4931;2025040615;    3;   I;   0;eor
       4931;2025040616;    3;   I;   0;eor
       4931;2025040617;    3;   I;   0;eor
       4931;2025040618;    3;   I;   0;eor
       4931;2025040619;    3;   I;   0;eor
       4931;2025040620;    3;   I;   0;eor
       4931;2025040621;    3;   I;   0;eor
       4931;2025040622;    3;   I;   0;eor
       4931;2025040623;    3;   I;   0;eor
       4931;2025040700;    3;   I;   0;eor
       4931;2025040701;    3;   I;   0;eor
       4931;2025040702;    3;   I;   0;eor
       4931;2025040703;    3;   I;   0;eor
       4931;2025040704;    3;   I;   0;eor
       4931;2025040705;    3;   I;   0;eor
       4931;2025040706;    3;   I;   0;eor
       4931;2025040707;    3;   I;   0;eor
       4931;2025040708;    3;   I;   0;eor
       4931;2025040709;    3;   I;   0;eor
       4931;2025040710;    3;   I;   0;eor
       4931;2025040711;    3;   I;   0;eor
       4931;2025040712;    3;   I;   0;eor
       4931;2025040713;    3;   I;   0;eor
       4931;2025040714;    3;   I;   0;eor
       4931;2025040715;    3;   I;   0;eor
       4931;2025040716;    3;   I;   0;eor
       4931;2025040717;    3;   I;   0;eor
       4931;2025040718;    3;   I;   0;eor
       4931;2025040719;    3;   I;   0;eor
       4931;2025040720;    3;   I;   0;eor
       4931;2025040721;    3;   I;   0;eor
       4931;2025040722;    3;   I;   0;eor
       4931;2025040723;    3;   I;   4;eor
       4931;2025040800;    3;   I;   0;eor
       4931;2025040801;    3;   I;   0;eor
       4931;2025040802;    3;   I;   0;eor
       4931;2025040803;    3;   I;   0;eor
       4931;2025040804;    3;   I;   3;eor
       4931;2025040805;    3;   I;   2;eor
       4931;2025040806;    3;   I;   0;eor
       4931;2025040807;    3;   I;   4;eor
       4931;2025040808;    3;   I;   8;eor
       4931;2025040809;    3;   I;   8;eor
       4931;2025040810;    3;   I;   7;eor
       4931;2025040811;    3;   I;   8;eor
       4931;2025040812;    3;   I;   8;eor
       4931;2025040813;    3;   I;   8;eor
       4931;2025040814;    3;   I;   8;eor
       4931;2025040815;    3;   I;   8;eor
       4931;2025040816;    3;   I;   8;eor
       4931;2025040817;    3;   I;   8;eor
       4931;2025040818;    3;   I;   8;eor
       4931;2025040819;    3;   I;   8;eor
       4931;2025040820;    3;   I;   8;eor
       4931;2025040821;    3;   I;   8;eor
       4931;2025040822;    3;   I;   8;eor
       4931;2025040823;    3;   I;   8;eor
       4931;2025040900;    3;   I;   8;eor
       4931;2025040901;    3;   I;   8;eor
       4931;2025040902;    3;   I;   8;eor
       4931;2025040903;    3;   I;   8;eor
       4931;2025040904;    3;   I;   8;eor
       4931;2025040905;    3;   I;   8;eor
       4931;2025040906;    3;   I;   8;eor
       4931;2025040907;    3;   I;   7;eor
       4931;2025040908;    3;   I;   8;eor
       4931;2025040909;    3;   I;   7;eor
       4931;2025040910;    3;   I;   0;eor
       4931;2025040911;    3;   I;   1;eor
       4931;2025040912;    3;   I;   0;eor
       4931;2025040913;    3;   I;   3;eor
       4931;2025040914;    3;   I;   1;eor
       4931;2025040915;    3;   I;   1;eor
       4931;2025040916;    3;   I;   0;eor
       4931;2025040917;    3;   I;   0;eor
       4931;2025040918;    3;   I;   0;eor
       4931;2025040919;    3;   I;   0;eor
       4931;2025040920;    3;   I;   0;eor
       4931;2025040921;    3;   I;   0;eor
       4931;2025040922;    3;   I;   2;eor
       4931;2025040923;    3;   I;   8;eor
       4931;2025041000;    3;   I;   7;eor
       4931;2025041001;    3;   I;   6;eor
       4931;2025041002;    3;   I;   8;eor
       4931;2025041003;    3;   I;   7;eor
       4931;2025041004;    3;   I;   8;eor
       4931;2025041005;    3;   I;   8;eor
       4931;2025041006;    3;   I;   7;eor
       4931;2025041007;    3;   I;   5;eor
       4931;2025041008;    3;   I;   3;eor
       4931;2025041009;    3;   I;   5;eor
       4931;2025041010;    3;   I;   0;eor
       4931;2025041011;    3;   I;   3;eor
       4931;2025041012;    3;   I;   2;eor
       4931;2025041013;    3;   I;   1;eor
       4931;2025041014;    3;   I;   4;eor
       4931;2025041015;    3;   I;   0;eor
       4931;2025041016;    3;   I;   0;eor
       4931;2025041017;    3;   I;   0;eor
       4931;2025041018;    3;   I;   0;eor
       4931;2025041019;    3;   I;   0;eor
       4931;2025041020;    3;   I;   0;eor
       4931;2025041021;    3;   I;   0;eor
       4931;2025041022;    3;   I;   0;eor
       4931;2025041023;    3;   I;   0;eor
       4931;2025041100;    3;   I;   0;eor
       4931;2025041101;    3;   I;   0;eor
       4931;2025041102;    3;   I;   0;eor
       4931;2025041103;    3;   I;   0;eor
       4931;2025041104;    3;   I;   0;eor
       4931;2025041105;    3;   I;   0;eor
       4931;2025041106;    3;   I;   0;eor
       4931;2025041107;    3;   I;   0;eor
       4931;2025041108;    3;   I;   0;eor
       4931;2025041109;    3;   I;   0;eor
       4931;2025041110;    3;   I;   0;eor
       4931;2025041111;    3;   I;   0;eor
       4931;2025041112;    3;   I;   0;eor
       4931;2025041113;    3;   I;   0;eor
       4931;2025041114;    3;   I;   0;eor
       4931;2025041115;    3;   I;   2;eor
       4931;2025041116;    3;   I;   3;eor
       4931;2025041117;    3;   I;   4;eor
       4931;2025041118;    3;   I;   7;eor
       4931;2025041119;    3;   I;   8;eor
       4931;2025041120;    3;   I;   8;eor
       4931;2025041121;    3;   I;   8;eor
       4931;2025041122;    3;   I;   8;eor
       4931;2025041123;    3;   I;   8;eor
       4931;2025041200;    3;   I;   6;eor
       4931;2025041201;    3;   I;   8;eor
       4931;2025041202;    3;   I;   8;eor
       4931;2025041203;    3;   I;   8;eor
       4931;2025041204;    3;   I;   8;eor
       4931;2025041205;    3;   I;   8;eor
       4931;2025041206;    3;   I;   3;eor
       4931;2025041207;    3;   I;   0;eor
       4931;2025041208;    3;   I;   0;eor
       4931;2025041209;    3;   I;   0;eor
       4931;2025041210;    3;   I;   5;eor
       4931;2025041211;    3;   I;   0;eor
       4931;2025041212;    3;   I;   4;eor
       4931;2025041213;    3;   I;   7;eor
       4931;2025041214;    3;   I;   5;eor
       4931;2025041215;    3;   I;   0;eor
       4931;2025041216;    3;   I;   0;eor
       4931;2025041217;    3;   I;   0;eor
       4931;2025041218;    3;   I;   1;eor
       4931;2025041219;    3;   I;   8;eor
       4931;2025041220;    3;   I;   8;eor
       4931;2025041221;    3;   I;   8;eor
       4931;2025041222;    3;   I;   7;eor
       4931;2025041223;    3;   I;   8;eor
       4931;2025041300;    3;   I;   8;eor
       4931;2025041301;    3;   I;   8;eor
       4931;2025041302;    3;   I;   8;eor
       4931;2025041303;    3;   I;   8;eor
       4931;2025041304;    3;   I;   8;eor
       4931;2025041305;    3;   I;   8;eor
       4931;2025041306;    3;   I;   8;eor
       4931;2025041307;    3;   I;   7;eor
       4931;2025041308;    3;   I;   8;eor
       4931;2025041309;    3;   I;   8;eor
       4931;2025041310;    3;   I;   7;eor
       4931;2025041311;    3;   I;   8;eor
       4931;2025041312;    3;   I;   8;eor
       4931;2025041313;    3;   I;   8;eor
       4931;2025041314;    3;   I;   8;eor
       4931;2025041315;    3;   I;   8;eor
       4931;2025041316;    3;   I;   7;eor
       4931;2025041317;    3;   I;   8;eor
       4931;2025041318;    3;   I;   1;eor
       4931;2025041319;    3;   I;   8;eor
       4931;2025041320;    3;   I;   8;eor
       4931;2025041321;    3;   I;   1;eor
       4931;2025041322;    3;   I;   8;eor
       4931;2025041323;    3;   I;   4;eor
       4931;2025041400;    3;   I;   8;eor
       4931;2025041401;    3;   I;   8;eor
       4931;2025041402;    3;   I;   5;eor
       4931;2025041403;    3;   I;   7;eor
       4931;2025041404;    3;   I;   4;eor
       4931;2025041405;    3;   I;   4;eor
       4931;2025041406;    3;   I;   5;eor
       4931;2025041407;    3;   I;   7;eor
       4931;2025041408;    3;   I;   4;eor
       4931;2025041409;    3;   I;   8;eor
       4931;2025041410;    3;   I;   0;eor
       4931;2025041411;    3;   I;   0;eor
       4931;2025041412;    3;   I;   5;eor
       4931;2025041413;    3;   I;   7;eor
       4931;2025041414;    3;   I;   5;eor
       4931;2025041415;    3;   I;   5;eor
       4931;2025041416;    3;   I;   7;eor
       4931;2025041417;    3;   I;   6;eor
       4931;2025041418;    3;   I;   7;eor
       4931;2025041419;    3;   I;   8;eor
       4931;2025041420;    3;   I;   8;eor
       4931;2025041421;    3;   I;   8;eor
       4931;2025041422;    3;   I;   8;eor
       4931;2025041423;    3;   I;   6;eor
       4931;2025041500;    3;   I;   7;eor
       4931;2025041501;    3;   I;   6;eor
       4931;2025041502;    3;   I;   8;eor
       4931;2025041503;    3;   I;   8;eor
       4931;2025041504;    3;   I;   8;eor
       4931;2025041505;    3;   I;   6;eor
       4931;2025041506;    3;   I;   2;eor
       4931;2025041507;    3;   I;   0;eor
       4931;2025041508;    3;   I;   8;eor
       4931;2025041509;    3;   I;   8;eor
       4931;2025041510;    3;   I;   8;eor
       4931;2025041511;    3;   I;   8;eor
       4931;2025041512;    3;   I;   8;eor
       4931;2025041513;    3;   I;   8;eor
       4931;2025041514;    3;   I;   8;eor
       4931;2025041515;    3;   I;   8;eor
       4931;2025041516;    3;   I;   7;eor
       4931;2025041517;    3;   I;   0;eor
       4931;2025041518;    3;   I;   4;eor
       4931;2025041519;    3;   I;   0;eor
       4931;2025041520;    3;   I;   7;eor
       4931;2025041521;    3;   I;   8;eor
       4931;2025041522;    3;   I;   7;eor
       4931;2025041523;    3;   I;   8;eor
       4931;2025041600;    3;   I;   0;eor
       4931;2025041601;    3;   I;   7;eor
       4931;2025041602;    3;   I;   7;eor
       4931;2025041603;    3;   I;   7;eor
       4931;2025041604;    3;   I;   7;eor
       4931;2025041605;    3;   I;   5;eor
       4931;2025041606;    3;   I;   7;eor
       4931;2025041607;    3;   I;   1;eor
       4931;2025041608;    3;   I;   7;eor
       4931;2025041609;    3;   I;   2;eor
       4931;2025041610;    3;   I;   0;eor
       4931;2025041611;    3;   I;   1;eor
       4931;2025041612;    3;   I;   1;eor
       4931;2025041613;    3;   I;   5;eor
       4931;2025041614;    3;   I;   4;eor
       4931;2025041615;    3;   I;   8;eor
       4931;2025041616;    3;   I;   8;eor
       4931;2025041617;    3;   I;   8;eor
       4931;2025041618;    3;   I;   8;eor
       4931;2025041619;    3;   I;   8;eor
       4931;2025041620;    3;   I;   8;eor
       4931;2025041621;    3;   I;   8;eor
       4931;2025041622;    3;   I;   8;eor
       4931;2025041623;    3;   I;   8;eor
       4931;2025041700;    3;   I;   8;eor
       4931;2025041701;    3;   I;   8;eor
       4931;2025041702;    3;   I;   8;eor
       4931;2025041703;    3;   I;   8;eor
       4931;2025041704;    3;   I;   7;eor
       4931;2025041705;    3;   I;   8;eor
       4931;2025041706;    3;   I;   7;eor
       4931;2025041707;    3;   I;   8;eor
       4931;2025041708;    3;   I;   8;eor
       4931;2025041709;    3;   I;   8;eor
       4931;2025041710;    3;   I;   8;eor
       4931;2025041711;    3;   I;   8;eor
       4931;2025041712;    3;   I;   8;eor
       4931;2025041713;    3;   I;   7;eor
       4931;2025041714;    3;   I;   8;eor
       4931;2025041715;    3;   I;   8;eor
       4931;2025041716;    3;   I;   8;eor
       4931;2025041717;    3;   I;   7;eor
       4931;2025041718;    3;   I;   7;eor
       4931;2025041719;    3;   I;   7;eor
       4931;2025041720;    3;   I;   8;eor
       4931;2025041721;    3;   I;   8;eor
       4931;2025041722;    3;   I;   7;eor
       4931;2025041723;    3;   I;   8;eor
       4931;2025041800;    3;   I;   8;eor
       4931;2025041801;    3;   I;   8;eor
       4931;2025041802;    3;   I;   8;eor
       4931;2025041803;    3;   I;   8;eor
       4931;2025041804;    3;   I;   7;eor
       4931;2025041805;    3;   I;   8;eor
       4931;2025041806;    3;   I;   8;eor
       4931;2025041807;    3;   I;   8;eor
       4931;2025041808;    3;   I;   8;eor
       4931;2025041809;    3;   I;   8;eor
       4931;2025041810;    3;   I;   8;eor
       4931;2025041811;    3;   I;   7;eor
       4931;2025041812;    3;   I;   8;eor
       4931;2025041813;    3;   I;   8;eor
       4931;2025041814;    3;   I;   8;eor
       4931;2025041815;    3;   I;   8;eor
       4931;2025041816;    3;   I;   8;eor
       4931;2025041817;    3;   I;   8;eor
       4931;2025041818;    3;   I;   8;eor
       4931;2025041819;    3;   I;   8;eor
       4931;2025041820;    3;   I;   8;eor
       4931;2025041821;    3;   I;   8;eor
       4931;2025041822;    3;   I;   7;eor
       4931;2025041823;    3;   I;   7;eor
       4931;2025041900;    3;   I;   7;eor
       4931;2025041901;    3;   I;   0;eor
       4931;2025041902;    3;   I;   0;eor
       4931;2025041903;    3;   I;   4;eor
       4931;2025041904;    3;   I;   1;eor
       4931;2025041905;    3;   I;   3;eor
       4931;2025041906;    3;   I;   3;eor
       4931;2025041907;    3;   I;   1;eor
       4931;2025041908;    3;   I;   4;eor
       4931;2025041909;    3;   I;   7;eor
       4931;2025041910;    3;   I;   3;eor
       4931;2025041911;    3;   I;   8;eor
       4931;2025041912;    3;   I;   8;eor
       4931;2025041913;    3;   I;   8;eor
       4931;2025041914;    3;   I;   8;eor
